1983:05:25_21:07m:13   -87  104  -95   20z :  -98   82  -90
1983:06:04_21:07m:13  -102  110 -106   20z :  -99   83  -91
1983:06:14_21:07m:13  -117   93 -105   20z : -100   85  -92
1983:06:24_21:07m:13  -122   96 -109   20z : -100   86  -93
1983:07:04_21:07m:13  -129  100 -114   20z : -101   88  -94
1983:07:14_21:07m:13  -130  103 -117   20z : -102   89  -95
1983:07:24_21:07m:13  -144   94 -119   20z : -102   90  -96
1983:08:03_21:07m:13  -143   86 -115   20z : -103   92  -97
1983:08:13_21:07m:13  -162   79 -120   20z : -103   93  -98
1983:08:23_21:07m:13  -153   74 -114   20z : -104   95  -99
1983:09:02_21:07m:13  -156   66 -111   20z : -104   96 -100
1983:09:12_21:07m:13  -151   63 -107   20z : -105   97 -101
1983:09:22_21:07m:13  -149   59 -104   20z : -105   99 -102
1983:10:02_21:07m:13  -137   71 -104   20z : -106  100 -103
1983:10:12_21:07m:13  -137   75 -106   20z : -106  101 -104
1983:10:22_21:07m:13  -133   86 -109   20z : -107  103 -105
1983:11:01_21:07m:13  -134   82 -108   20z : -107  104 -106
1983:11:11_21:07m:13  -117   98 -107   20z : -108  105 -106
1983:11:21_21:07m:13  -115  111 -113   20z : -108  106 -107
1983:12:01_21:07m:13  -117  120 -118   20z : -108  108 -108
1983:12:11_21:07m:13  -108  128 -118   20z : -109  109 -109
1983:12:21_21:07m:13   -77  124 -100   20z : -109  110 -109
1983:12:31_21:07m:13   -88  124 -106   20z : -109  111 -110
1984:01:10_21:07m:13   -84  126 -105   20z : -110  112 -111
1984:01:20_21:07m:13   -80  134 -107   20z : -110  113 -111
1984:01:30_21:07m:13   -70  139 -105   20z : -110  114 -112
1984:02:09_21:07m:13   -70  144 -107   20z : -110  115 -113
1984:02:19_21:07m:13   -65  144 -105   20z : -110  116 -113
1984:02:29_21:07m:13   -63  145 -104   20z : -110  117 -114
1984:03:10_21:07m:13   -69  141 -105   20z : -110  118 -114
1984:03:20_21:07m:13   -70  146 -108   20z : -111  119 -115
1984:03:30_21:07m:13   -71  144 -107   20z : -111  120 -115
1984:04:09_21:07m:13   -71  143 -107   20z : -111  122 -116
1984:04:19_21:07m:13   -86  136 -111   20z : -111  123 -117
1984:04:29_21:07m:13   -87  135 -111   20z : -110  124 -117
1984:05:09_21:07m:13   -87  129 -108   20z : -110  125 -118
1984:05:19_21:07m:13   -96  123 -109   20z : -110  126 -118
1984:05:29_21:07m:13  -107  118 -112   20z : -110  127 -119
1984:06:08_21:07m:13  -117  119 -118   20z : -110  128 -119
1984:06:18_21:07m:13  -116  117 -117   20z : -110  129 -120
1984:06:28_21:07m:13  -126  115 -120   20z : -110  130 -120
1984:07:08_21:07m:13  -138  123 -130   20z : -110  131 -121
1984:07:18_21:07m:13  -141  124 -132   20z : -110  133 -121
1984:07:28_21:07m:13  -141  120 -131   20z : -110  134 -122
1984:08:07_21:07m:13  -146  109 -127   20z : -110  135 -122
1984:08:17_21:07m:13  -148  102 -125   20z : -110  136 -123
1984:08:27_21:07m:13  -156   95 -126   20z : -110  137 -123
1984:09:06_21:07m:13  -156   93 -125   20z : -110  138 -124
1984:09:16_21:07m:13  -160   99 -130   20z : -110  139 -124
1984:09:26_21:07m:13  -156  109 -132   20z : -110  140 -125
1984:10:06_21:07m:13  -157  109 -133   20z : -110  140 -125
1984:10:16_21:07m:13  -132  117 -125   20z : -110  141 -126
1984:10:26_21:07m:13  -128  118 -123   20z : -110  142 -126
1984:11:05_21:07m:13  -124  128 -126   20z : -110  143 -127
1984:11:15_21:07m:13  -126  123 -124   20z : -111  144 -127
1984:11:25_21:07m:13  -119  139 -129   20z : -111  144 -127
1984:12:05_21:07m:13  -103  142 -123   20z : -111  145 -128
1984:12:15_21:07m:13   -97  152 -125   20z : -111  145 -128
1984:12:25_21:07m:13   -95  156 -125   20z : -111  146 -129
1985:01:04_21:07m:13   -94  163 -129   20z : -111  146 -129
1985:01:14_21:07m:13   -93  174 -133   20z : -112  147 -129
1985:01:24_21:07m:13   -80  188 -134   20z : -112  147 -130
1985:02:03_21:07m:13   -67  192 -130   20z : -112  148 -130
1985:02:13_21:07m:13   -61  188 -124   20z : -112  148 -130
1985:02:23_21:07m:13   -64  184 -124   20z : -112  148 -130
1985:03:05_21:07m:13   -66  184 -125   20z : -112  148 -130
1985:03:15_21:07m:13   -74  182 -128   20z : -112  148 -130
1985:03:25_21:07m:13   -70  178 -124   20z : -112  149 -130
1985:04:04_21:07m:13   -72  176 -124   20z : -112  149 -131
1985:04:14_21:07m:13   -81  181 -131   20z : -112  149 -131
1985:04:24_21:07m:13   -92  174 -133   20z : -112  149 -131
1985:05:04_21:07m:13   -94  171 -132   20z : -112  149 -131
1985:05:14_21:07m:13   -99  164 -132   20z : -112  149 -131
1985:05:24_21:07m:13  -107  166 -137   20z : -112  149 -131
1985:06:03_21:07m:13  -115  159 -137   20z : -112  149 -131
1985:06:13_21:07m:13  -120  154 -137   20z : -112  149 -131
1985:06:23_21:07m:13  -124  147 -136   20z : -112  149 -131
1985:07:03_21:07m:13  -133  139 -136   20z : -112  149 -131
1985:07:13_21:07m:13  -136  129 -133   20z : -112  149 -131
1985:07:23_21:07m:13  -142  122 -132   20z : -112  149 -130
1985:08:02_21:07m:13  -150  117 -133   20z : -112  149 -130
1985:08:12_21:07m:13  -154  107 -131   20z : -112  149 -130
1985:08:22_21:07m:13  -154   99 -127   20z : -112  148 -130
1985:09:01_21:07m:13  -161   96 -128   20z : -112  148 -130
1985:09:11_21:07m:13  -161   92 -126   20z : -112  148 -130
1985:09:21_21:07m:13  -156   96 -126   20z : -112  148 -130
1985:10:01_21:07m:13  -146   99 -123   20z : -112  148 -130
1985:10:11_21:07m:13  -153  103 -128   20z : -112  147 -130
1985:10:21_21:07m:13  -152  106 -129   20z : -113  147 -130
1985:10:31_21:07m:13  -142  110 -126   20z : -113  147 -130
1985:11:10_21:07m:13  -129  122 -126   20z : -113  147 -130
1985:11:20_21:07m:13  -122  128 -125   20z : -113  146 -130
1985:11:30_21:07m:13   -96  142 -119   20z : -113  146 -130
1985:12:10_21:07m:13   -94  154 -124   20z : -113  146 -130
1985:12:20_21:07m:13   -95  153 -124   20z : -113  146 -129
1985:12:30_21:07m:13   -86  173 -129   20z : -113  145 -129
1986:01:09_21:07m:13   -73  176 -125   20z : -113  145 -129
1986:01:19_21:07m:13   -70  182 -126   20z : -114  145 -129
1986:01:29_21:07m:13   -76  169 -123   20z : -114  145 -129
1986:02:08_21:07m:13   -85  176 -131   20z : -114  144 -129
1986:02:18_21:07m:13   -80  186 -133   20z : -114  144 -129
1986:02:28_21:07m:13   -79  192 -135   20z : -114  144 -129
1986:03:10_21:07m:13   -74  185 -129   20z : -114  144 -129
1986:03:20_21:07m:13   -77  184 -131   20z : -114  144 -129
1986:03:30_21:07m:13   -82  182 -132   20z : -114  143 -129
1986:04:09_21:07m:13   -89  183 -136   20z : -114  143 -129
1986:04:19_21:07m:13   -93  173 -133   20z : -114  143 -129
1986:04:29_21:07m:13   -94  174 -134   20z : -114  143 -128
1986:05:09_21:07m:13  -101  170 -135   20z : -114  143 -128
1986:05:19_21:07m:13  -107  169 -138   20z : -114  143 -128
1986:05:29_21:07m:13  -115  166 -140   20z : -114  143 -128
1986:06:08_21:07m:13  -124  152 -138   20z : -114  143 -128
1986:06:18_21:07m:13  -128  141 -135   20z : -114  143 -128
1986:06:28_21:07m:13  -133  128 -131   20z : -114  143 -128
1986:07:08_21:07m:13  -128  130 -129   20z : -114  143 -128
1986:07:18_21:07m:13  -137  120 -129   20z : -114  142 -128
1986:07:28_21:07m:13  -146   95 -120   20z : -114  142 -128
1986:08:07_21:07m:13  -143   91 -117   20z : -114  142 -128
1986:08:17_21:07m:13  -132   82 -107   20z : -114  142 -128
1986:08:27_21:07m:13  -133   83 -108   20z : -114  142 -128
1986:09:06_21:07m:13  -137   91 -114   20z : -114  141 -128
1986:09:16_21:07m:13  -147   95 -121   20z : -114  141 -128
1986:09:26_21:07m:13  -160   98 -129   20z : -115  141 -128
1986:10:06_21:07m:13  -153   99 -126   20z : -115  140 -128
1986:10:16_21:07m:13  -146  101 -124   20z : -115  140 -127
1986:10:26_21:07m:13  -133  107 -120   20z : -115  139 -127
1986:11:05_21:07m:13  -139  112 -125   20z : -116  139 -127
1986:11:15_21:07m:13  -136  120 -128   20z : -116  138 -127
1986:11:25_21:07m:13  -127  134 -131   20z : -116  138 -127
1986:12:05_21:07m:13  -123  137 -130   20z : -116  137 -127
1986:12:15_21:07m:13  -109  138 -124   20z : -117  136 -126
1986:12:25_21:07m:13  -102  146 -124   20z : -117  136 -126
1987:01:04_21:07m:13   -93  150 -122   20z : -117  135 -126
1987:01:14_21:07m:13   -98  157 -127   20z : -117  134 -126
1987:01:24_21:07m:13   -83  159 -121   20z : -117  133 -125
1987:02:03_21:07m:13   -77  167 -122   20z : -117  133 -125
1987:02:13_21:07m:13   -79  171 -125   20z : -117  132 -125
1987:02:23_21:07m:13   -80  171 -126   20z : -117  131 -124
1987:03:05_21:07m:13   -76  184 -130   20z : -117  130 -124
1987:03:15_21:07m:13   -83  184 -134   20z : -117  130 -123
1987:03:25_21:07m:13   -79  184 -132   20z : -117  129 -123
