 Year Mon  Area
 1989  7  913.2
 1989  8 1818.2
 1989  9 1999.7
 1989 10 1165.6
 1989 11  642.6
 1989 12 1024.7
 1990  1 1252.3
 1990  2  755.5
 1990  3 1214.8
 1990  4  519.4
 1990  5 1045.9
 1990  6  740.6
 1990  7  902.8
 1990  8 2025.9
 1990  9  923.1
 1990 10 1235.6
 1990 11  796.1
 1990 12  728.0
 1991  1 2062.5
 1991  2 2444.0
 1991  3 2553.0
 1991  4  610.9
 1991  5  872.1
 1991  6  715.9
 1991  7  989.5
 1991  8 1562.6
 1991  9 1196.1
 1991 10 2121.7
 1991 11  984.2
 1991 12 2212.5
 1992  1 1668.3
 1992  2 1487.4
 1992  3  600.2
 1992  4  974.9
 1992  5  397.9
 1992  6  133.0
 1992  7  686.5
 1992  8  405.1
 1992  9  503.8
 1992 10  989.0
 1992 11 1098.5
 1992 12  707.2
 1993  1  467.0
 1993  2  765.5
 1993  3  641.7
 1993  4  420.9
 1993  5   58.3
 1993  6  342.1
 1993  7  300.8
 1993  8  184.3
 1993  9   94.3
 1993 10  455.2
 1993 11  263.7
 1993 12  168.0
 1994  1  235.3
 1994  2   79.5
 1994  3   98.9
 1994  4    9.3
 1994  5   13.1
 1994  6  113.4
 1994  7  110.6
 1994  8  144.1
 1994  9  341.6
 1994 10  181.5
 1994 11   72.3
 1994 12  304.4
 1995  1  123.3
 1995  2  165.5
 1995  3  280.9
 1995  4  121.3
 1995  5  121.5
 1995  6   12.6
 1995  7   18.5
 1995  8    6.8
 1995  9    1.4
 1995 10  219.0
 1995 11   76.1
 1995 12   51.5
 1996  1    0.0
 1996  2    1.4
 1996  3   17.6
 1996  4   17.7
 1996  5   47.0
 1996  6    0.9
 1996  7  160.3
 1996  8  109.7
 1996  9    5.1
 1996 10    1.4
 1996 11  235.7
 1996 12   63.2
 1997  1    5.0
 1997  2    7.5
 1997  3   26.6
 1997  4   67.7
 1997  5   11.3
 1997  6   39.7
 1997  7    3.6
 1997  8   18.1
 1997  9  532.5
 1997 10   52.4
 1997 11  249.7
 1997 12  159.9
 1998  1  202.8
 1998  2  269.5
 1998  3  733.0
 1998  4  480.2
 1998  5  323.4
 1998  6  420.0
 1998  7  416.8
 1998  8  499.5
 1998  9  690.2
 1998 10  206.8
 1998 11  482.1
 1998 12  374.4
 1999  1  221.7
 1999  2  502.5
 1999  3  201.9
 1999  4  251.5
 1999  5  295.8
 1999  6  562.8
 1999  7  666.1
 1999  8  756.5
 1999  9  221.2
 1999 10  541.9
 1999 11 1015.9
 1999 12  476.9
 2000  1  500.8
 2000  2  925.5
 2000  3 1437.5
 2000  4 1042.1
 2000  5 1179.2
 2000  6  713.5
 2000  7 1008.9
 2000  8  436.7
 2000  9  620.2
 2000 10  560.9
 2000 11  520.3
 2000 12  470.1
 2001  1  478.7
 2001  2  320.5
 2001  3  476.5
 2001  4  777.5
 2001  5  275.5
 2001  6  477.4
 2001  7  401.5
 2001  8  901.0
 2001  9 2018.8
 2001 10  882.0
 2001 11 1248.8
 2001 12 1113.2
 2002  1 1003.3
 2002  2  943.5
 2002  3  897.4
 2002  4  739.7
 2002  5 1320.1
 2002  6 1001.0
 2002  7 1508.8
 2002  8 2000.2
 2002  9 1404.2
 2002 10  464.5
 2002 11 1232.0
 2002 12  695.0
 2003  1  818.3
 2003  2  229.0
 2003  3  309.4
 2003  4  486.3
 2003  5  721.2
 2003  6  428.4
 2003  7  495.4
 2003  8  742.9
 2003  9  240.8
 2003 10 1156.6
 2003 11  742.0
 2003 12  219.9
 2004  1  597.9
 2004  2  319.6
 2004  3  500.4
 2004  4  343.5
 2004  5  549.6
 2004  6  390.1
 2004  7  314.8
 2004  8  610.1
 2004  9  439.6
 2004 10  337.6
 2004 11  386.9
 2004 12  160.3
 2005  1  200.5
 2005  2  488.5
 2005  3  341.0
 2005  4  332.3
 2005  5  578.5
 2005  6  520.3
 2005  7  298.5
 2005  8  317.9
 2005  9  483.5
 2005 10   37.0
 2005 11  395.7
 2005 12  254.7
 2006  1   95.7
 2006  2    9.0
 2006  3   69.5
 2006  4  486.3
 2006  5  139.1
 2006  6  175.0
 2006  7  178.0
 2006  8  436.3
 2006  9  188.1
 2006 10   79.5
 2006 11  512.9
 2006 12  341.4
 2007  1  346.4
 2007  2  200.5
 2007  3   29.8
 2007  4  128.8
 2007  5  141.8
 2007  6  220.3
 2007  7  186.1
 2007  8   60.1
 2007  9    9.3
 2007 10    4.5
 2007 11    0.5
 2007 12  127.4
 2008  1   11.7
 2008  2    8.7
 2008  3  144.5
 2008  4   23.8
 2008  5    6.1
 2008  6    9.3
 2008  7    1.8
 2008  8    0.0
 2008  9    0.0
 2008 10    3.2
 2008 11    0.0
 2008 12    4.1
 2009  1    0.5
 2009  2    1.5
 2009  3    1.8
 2009  4    1.4
 2009  5    1.4
 2009  6    7.0
 2009  7   51.9
 2009  8    0.0
 2009  9    7.9
 2009 10    0.0
 2009 11    0.0
 2009 12   27.5
 2010  1   80.8
 2010  2   21.0
 2010  3   37.9
 2010  4   11.7
 2010  5   30.0
 2010  6   70.5
 2010  7  117.9
 2010  8    5.4
 2010  9  211.0
 2010 10  116.1
 2010 11   50.9
 2010 12    1.4
 2011  1   32.1
 2011  2  168.5
 2011  3  235.7
 2011  4  160.8
 2011  5  177.0
 2011  6  109.4
 2011  7   88.3
 2011  8   37.9
 2011  9  120.9
 2011 10  263.7
 2011 11  359.3
 2011 12  497.9
 2012  1  153.3
 2012  2  100.4
 2012  3  230.8
 2012  4  453.6
 2012  5  305.7
 2012  6  610.3
 2012  7 1138.1
 2012  8  357.7
 2012  9  419.8
 2012 10  491.4
 2012 11  275.8
 2012 12  156.0
 2013  1  221.3
 2013  2   94.5
 2013  3  240.7
 2013  4  491.9
 2013  5  588.2
 2013  6  494.2
 2013  7  479.2
 2013  8  455.7
 2013  9  165.2
 2013 10  836.8
 2013 11 1056.1
 2013 12  884.3
 2014  1 1333.4
 2014  2 1759.2
 2014  3  658.0
 2014  4  615.5
 2014  5  522.1
 2014  6  558.1
 2014  7 1026.1
 2014  8  349.5
 2014  9  757.4
 2014 10 1633.9
 2014 11  965.5
 2014 12 1121.8
 2015  1  727.1
 2015  2  184.0
 2015  3  394.3
 2015  4  216.5
 2015  5  230.8
 2015  6  245.5
 2015  7  176.1
 2015  8  618.7
 2015  9  473.7
 2015 10  188.3
 2015 11   36.4
 2015 12  263.3
 2016  1   61.0
 2016  2  120.2
 2016  3   85.4
 2016  4   91.5
 2016  5  300.8
 2016  6  160.5
 2016  7   19.4
 2016  8   63.5
 2016  9   33.6
