 Year Mon  Area
 1989  1 1314.6
 1989  2 1801.0
 1989  3 2432.8
 1989  4  752.7
 1989  5  812.0
 1989  6 2014.6
 1989  7  590.3
 1989  8 1331.8
 1989  9 1309.0
 1989 10  842.3
 1989 11 1846.6
 1989 12 1375.2
 1990  1  827.8
 1990  2  971.5
 1990  3  611.9
 1990  4 1045.8
 1990  5  826.5
 1990  6  593.1
 1990  7 1171.5
 1990  8 1388.3
 1990  9  739.2
 1990 10  722.1
 1990 11 1997.3
 1990 12 1549.0
 1991  1 1148.9
 1991  2  724.0
 1991  3  241.2
 1991  4  875.9
 1991  5 1403.6
 1991  6 2012.7
 1991  7 1535.9
 1991  8 1083.4
 1991  9  439.1
 1991 10  632.3
 1991 11  385.9
 1991 12  834.6
 1992  1  745.2
 1992  2 1349.8
 1992  3  671.1
 1992  4  361.7
 1992  5  364.0
 1992  6  588.5
 1992  7  514.8
 1992  8  730.7
 1992  9  230.1
 1992 10  422.3
 1992 11  300.5
 1992 12  260.1
 1993  1  146.8
 1993  2  785.0
 1993  3  359.5
 1993  4  266.9
 1993  5  510.3
 1993  6  253.4
 1993  7  181.1
 1993  8  224.9
 1993  9  217.5
 1993 10  342.8
 1993 11  391.5
 1993 12  513.0
 1994  1  794.8
 1994  2  358.5
 1994  3   72.3
 1994  4  111.5
 1994  5  238.5
 1994  6   82.6
 1994  7  184.7
 1994  8   72.7
 1994  9   48.5
 1994 10  342.3
 1994 11   41.1
 1994 12   33.0
 1995  1   62.3
 1995  2   70.0
 1995  3   34.3
 1995  4   21.5
 1995  5   68.2
 1995  6  124.1
 1995  7  130.5
 1995  8   75.4
 1995  9   53.2
 1995 10   50.6
 1995 11   14.0
 1995 12   13.1
 1996  1   74.1
 1996  2   15.4
 1996  3   31.6
 1996  4    4.7
 1996  5    0.9
 1996  6   82.6
 1996  7    3.2
 1996  8   20.3
 1996  9    0.0
 1996 10    0.5
 1996 11   42.0
 1996 12   47.4
 1997  1    5.9
 1997  2   30.5
 1997  3   24.4
 1997  4   19.1
 1997  5  105.2
 1997  6   21.0
 1997  7   35.2
 1997  8  131.4
 1997  9  193.7
 1997 10   79.0
 1997 11  382.7
 1997 12  321.1
 1998  1   55.1
 1998  2   38.5
 1998  3   77.2
 1998  4   40.6
 1998  5  350.5
 1998  6  259.0
 1998  7  273.2
 1998  8  859.4
 1998  9  641.7
 1998 10  262.4
 1998 11  524.5
 1998 12  676.1
 1999  1  412.8
 1999  2  434.5
 1999  3  453.9
 1999  4  208.6
 1999  5  850.8
 1999  6 1127.5
 1999  7  867.5
 1999  8  640.8
 1999  9  388.7
 1999 10  967.8
 1999 11  855.9
 1999 12 1020.6
 2000  1  426.3
 2000  2  535.0
 2000  3  784.0
 2000  4  820.9
 2000  5 1003.0
 2000  6 1379.9
 2000  7 1335.0
 2000  8  645.8
 2000  9 1252.1
 2000 10  387.9
 2000 11  830.7
 2000 12  554.1
 2001  1  456.1
 2001  2  349.0
 2001  3 1194.5
 2001  4 1115.3
 2001  5  833.7
 2001  6 1308.5
 2001  7  417.7
 2001  8  718.1
 2001  9 1021.6
 2001 10 1246.9
 2001 11 1175.3
 2001 12 1241.0
 2002  1  778.1
 2002  2  693.5
 2002  3  470.2
 2002  4 1313.7
 2002  5  862.1
 2002  6  345.8
 2002  7  687.8
 2002  8  527.0
 2002  9  689.3
 2002 10 1335.0
 2002 11  611.8
 2002 12  420.9
 2003  1  169.4
 2003  2  245.0
 2003  3  873.9
 2003  4  621.6
 2003  5  229.4
 2003  6  851.7
 2003  7  681.9
 2003  8  205.9
 2003  9  352.8
 2003 10 1104.6
 2003 11  852.1
 2003 12  412.3
 2004  1  164.8
 2004  2  300.3
 2004  3  199.6
 2004  4   96.1
 2004  5   77.7
 2004  6  203.5
 2004  7  924.7
 2004  8  375.3
 2004  9  126.5
 2004 10  262.8
 2004 11  409.3
 2004 12  114.3
 2005  1  700.0
 2005  2   46.0
 2005  3   78.6
 2005  4   63.5
 2005  5  216.8
 2005  6  181.5
 2005  7  401.5
 2005  8  221.3
 2005  9  114.8
 2005 10   15.4
 2005 11    2.3
 2005 12  220.8
 2006  1   55.1
 2006  2    1.5
 2006  3    9.0
 2006  4    4.7
 2006  5   49.7
 2006  6   21.9
 2006  7   36.6
 2006  8    2.3
 2006  9    5.1
 2006 10    0.0
 2006 11   15.9
 2006 12   28.9
 2007  1   31.2
 2007  2    0.0
 2007  3   11.7
 2007  4    3.7
 2007  5   67.7
 2007  6    0.0
 2007  7    7.2
 2007  8    4.1
 2007  9    6.1
 2007 10    0.0
 2007 11    4.7
 2007 12    8.6
 2008  1    2.7
 2008  2    0.0
 2008  3    0.0
 2008  4    5.1
 2008  5    5.0
 2008  6    0.0
 2008  7    0.0
 2008  8    0.0
 2008  9    3.3
 2008 10   12.6
 2008 11   31.7
 2008 12    0.0
 2009  1    5.4
 2009  2    2.0
 2009  3    0.0
 2009  4    0.5
 2009  5    6.3
 2009  6   10.7
 2009  7    0.0
 2009  8    0.5
 2009  9   23.3
 2009 10   82.2
 2009 11   14.5
 2009 12   72.3
 2010  1  142.7
 2010  2  161.0
 2010  3  184.1
 2010  4   59.7
 2010  5   25.3
 2010  6   19.1
 2010  7   70.0
 2010  8  228.5
 2010  9  188.1
 2010 10  289.0
 2010 11  142.8
 2010 12  306.6
 2011  1  205.7
 2011  2  236.0
 2011  3  745.6
 2011  4  501.4
 2011  5  203.9
 2011  6  205.1
 2011  7  364.0
 2011  8  575.1
 2011  9 1084.5
 2011 10  992.9
 2011 11 1177.3
 2011 12  451.6
 2012  1  847.5
 2012  2  280.0
 2012  3  571.3
 2012  4  286.3
 2012  5  741.3
 2012  6  157.7
 2012  7  144.1
 2012  8  351.8
 2012  9  286.8
 2012 10  349.1
 2012 11  549.7
 2012 12  304.2
 2013  1  775.4
 2013  2  348.0
 2013  3  394.7
 2013  4  624.4
 2013  5  528.8
 2013  6  141.4
 2013  7  189.7
 2013  8  149.5
 2013  9  135.3
 2013 10  343.7
 2013 11  452.2
 2013 12  238.0
 2014  1  198.3
 2014  2  256.5
 2014  3  341.9
 2014  4  501.2
 2014  5  410.1
 2014  6  335.1
 2014  7  184.3
 2014  8  433.5
 2014  9  381.7
 2014 10   84.5
 2014 11  317.3
 2014 12  280.9
 2015  1  267.4
 2015  2  314.0
 2015  3  124.4
 2015  4  472.7
 2015  5  398.3
 2015  6  601.1
 2015  7  342.8
 2015  8   82.7
 2015  9  168.9
 2015 10  257.4
 2015 11  335.1
 2015 12  306.2
 2016  1  311.6
 2016  2  256.8
 2016  3  212.7
 2016  4  479.7
 2016  5  191.0
 2016  6   57.4
 2016  7  315.7
 2016  8  244.8
 2016  9  308.0
